"Accession" "TF" "Tissue" "Cell" "IMPACT" "File" "CellDeriv"
"GSM803540" "GATA2" "BLOOD" "K-562" "70" "PRJNA63447_GSM803540_GATA2_peaks.narrowPeak" "Myeloid"
"GSM808752" "CTCF" "BREAST" "MCF-7" "419" "PRJNA63447_GSM808752_CTCF_peaks.narrowPeak" "Breast"
"GSM808753" "CTCF" "BREAST" "MCF-7" "419" "PRJNA63447_GSM808753_CTCF_peaks.narrowPeak" "Breast"
"GSM808754" "MYC" "BREAST" "MCF-7" "414" "PRJNA63447_GSM808754_MYC_peaks.narrowPeak" "Breast"
"GSM808755" "MYC" "BREAST" "MCF-7" "414" "PRJNA63447_GSM808755_MYC_peaks.narrowPeak" "Breast"
"GSM808759" "CTCF" "FIBROBLAST" "FB8470" "648" "PRJNA63447_GSM808759_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM808760" "CTCF" "FIBROBLAST" "FB8470" "648" "PRJNA63447_GSM808760_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM808761" "MYC" "FIBROBLAST" "FB8470" "649" "PRJNA63447_GSM808761_MYC_peaks.narrowPeak" "Fibroblast"
"GSM808762" "MYC" "FIBROBLAST" "FB8470" "649" "PRJNA63447_GSM808762_MYC_peaks.narrowPeak" "Fibroblast"
"GSM808764" "CTCF" "FIBROBLAST" "FB0167P" "650" "PRJNA63447_GSM808764_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM808765" "CTCF" "FIBROBLAST" "FB0167P" "650" "PRJNA63447_GSM808765_CTCF_peaks.narrowPeak" "Fibroblast"
"GSM808766" "MYC" "FIBROBLAST" "FB0167P" "651" "PRJNA63447_GSM808766_MYC_peaks.narrowPeak" "Fibroblast"
"GSM808767" "MYC" "FIBROBLAST" "FB0167P" "651" "PRJNA63447_GSM808767_MYC_peaks.narrowPeak" "Fibroblast"
"GSM808771" "CTCF" "NEURAL" "D54" "652" "PRJNA63447_GSM808771_CTCF_peaks.narrowPeak" "Brain"
"GSM808772" "CTCF" "NEURAL" "D54" "652" "PRJNA63447_GSM808772_CTCF_peaks.narrowPeak" "Brain"
"GSM808773" "MYC" "NEURAL" "D54" "653" "PRJNA63447_GSM808773_MYC_peaks.narrowPeak" "Brain"
"GSM808774" "MYC" "NEURAL" "D54" "653" "PRJNA63447_GSM808774_MYC_peaks.narrowPeak" "Brain"
"GSM825711" "GATA3" "BREAST" "MCF-7" "154" "PRJNA63447_GSM825711_GATA3_peaks.narrowPeak" "Breast"
"GSM935276" "STAT3" "UTERUS" "HeLa" "654" "PRJNA63447_GSM935276_STAT3_peaks.narrowPeak" "Cervix"
"GSM935277" "TBP" "BLOOD" "GM12878" "655" "PRJNA63447_GSM935277_TBP_peaks.narrowPeak" "B cell"
"GSM935278" "JUN" "VASCULAR" "HUVEC" "656" "PRJNA63447_GSM935278_JUN_peaks.narrowPeak" "Endothelial"
"GSM935280" "TBP" "LIVER" "Hep G2" "657" "PRJNA63447_GSM935280_TBP_peaks.narrowPeak" "Liver"
"GSM935290" "MAFK" "UTERUS" "HeLa" "658" "PRJNA63447_GSM935290_MAFK_peaks.narrowPeak" "Cervix"
"GSM935292" "MAFK" "STEMCELL" "hESC H1" "659" "PRJNA63447_GSM935292_MAFK_peaks.narrowPeak" "Stem cell"
"GSM935293" "MXI1" "STEMCELL" "hESC H1" "660" "PRJNA63447_GSM935293_MXI1_peaks.narrowPeak" "Stem cell"
"GSM935295" "CEBPB" "STEMCELL" "hESC H1" "661" "PRJNA63447_GSM935295_CEBPB_peaks.narrowPeak" "Stem cell"
"GSM935298" "MAX" "LUNG" "A549" "464" "PRJNA63447_GSM935298_MAX_peaks.narrowPeak" "Lung"
"GSM935303" "TBP" "STEMCELL" "hESC H1" "662" "PRJNA63447_GSM935303_TBP_peaks.narrowPeak" "Stem cell"
"GSM935304" "RFX5" "LIVER" "Hep G2" "663" "PRJNA63447_GSM935304_RFX5_peaks.narrowPeak" "Liver"
"GSM935305" "MAFK" "LIVER" "Hep G2" "664" "PRJNA63447_GSM935305_MAFK_peaks.narrowPeak" "Liver"
"GSM935306" "MAFF" "LIVER" "Hep G2" "665" "PRJNA63447_GSM935306_MAFF_peaks.narrowPeak" "Liver"
"GSM935308" "NRF1" "STEMCELL" "hESC H1" "666" "PRJNA63447_GSM935308_NRF1_peaks.narrowPeak" "Stem cell"
"GSM935309" "NRF1" "BLOOD" "GM12878" "667" "PRJNA63447_GSM935309_NRF1_peaks.narrowPeak" "B cell"
"GSM935311" "MAFK" "BLOOD" "K-562" "668" "PRJNA63447_GSM935311_MAFK_peaks.narrowPeak" "Myeloid"
"GSM935317" "FOS" "UTERUS" "HeLa" "669" "PRJNA63447_GSM935317_FOS_peaks.narrowPeak" "Cervix"
"GSM935318" "MAX" "UTERUS" "HeLa" "670" "PRJNA63447_GSM935318_MAX_peaks.narrowPeak" "Cervix"
"GSM935320" "MYC" "UTERUS" "HeLa" "197" "PRJNA63447_GSM935320_MYC_peaks.narrowPeak" "Cervix"
"GSM935326" "ELK1" "UTERUS" "HeLa" "559" "PRJNA63447_GSM935326_ELK1_peaks.narrowPeak" "Cervix"
"GSM935328" "JUND" "UTERUS" "HeLa" "671" "PRJNA63447_GSM935328_JUND_peaks.narrowPeak" "Cervix"
"GSM935330" "E2F4" "BLOOD" "GM12878" "672" "PRJNA63447_GSM935330_E2F4_peaks.narrowPeak" "B cell"
"GSM935333" "GATA1" "BLOOD" "PBDEFetal" "673" "PRJNA63447_GSM935333_GATA1_peaks.narrowPeak" "Erythroblast"
"GSM935340" "ATF1" "BLOOD" "K-562" "674" "PRJNA63447_GSM935340_ATF1_peaks.narrowPeak" "Myeloid"
"GSM935341" "JUN" "UTERUS" "HeLa" "675" "PRJNA63447_GSM935341_JUN_peaks.narrowPeak" "Cervix"
"GSM935344" "MAX" "BLOOD" "K-562" "643" "PRJNA63447_GSM935344_MAX_peaks.narrowPeak" "Myeloid"
"GSM935345" "ELK1" "BLOOD" "GM12878" "676" "PRJNA63447_GSM935345_ELK1_peaks.narrowPeak" "B cell"
"GSM935347" "GATA2" "VASCULAR" "HUVEC" "560" "PRJNA63447_GSM935347_GATA2_peaks.narrowPeak" "Endothelial"
"GSM935348" "MAX" "STEMCELL" "hESC H1" "534" "PRJNA63447_GSM935348_MAX_peaks.narrowPeak" "Stem cell"
"GSM935351" "ELK4" "UTERUS" "HeLa" "558" "PRJNA63447_GSM935351_ELK4_peaks.narrowPeak" "Cervix"
"GSM935355" "FOS" "BLOOD" "K-562" "35" "PRJNA63447_GSM935355_FOS_peaks.narrowPeak" "Myeloid"
"GSM935356" "USF2" "BLOOD" "K-562" "677" "PRJNA63447_GSM935356_USF2_peaks.narrowPeak" "Myeloid"
"GSM935361" "NRF1" "BLOOD" "K-562" "678" "PRJNA63447_GSM935361_NRF1_peaks.narrowPeak" "Myeloid"
"GSM935364" "JUN" "LIVER" "Hep G2" "679" "PRJNA63447_GSM935364_JUN_peaks.narrowPeak" "Liver"
"GSM935365" "E2F4" "UTERUS" "HeLa" "680" "PRJNA63447_GSM935365_E2F4_peaks.narrowPeak" "Cervix"
"GSM935366" "E2F1" "UTERUS" "HeLa" "681" "PRJNA63447_GSM935366_E2F1_peaks.narrowPeak" "Cervix"
"GSM935369" "NR2C2" "UTERUS" "HeLa" "210" "PRJNA63447_GSM935369_NR2C2_peaks.narrowPeak" "Cervix"
"GSM935373" "GATA2" "BLOOD" "K-562" "70" "PRJNA63447_GSM935373_GATA2_peaks.narrowPeak" "Myeloid"
"GSM935374" "NR2C2" "BLOOD" "K-562" "555" "PRJNA63447_GSM935374_NR2C2_peaks.narrowPeak" "Myeloid"
"GSM935380" "USF2" "STEMCELL" "hESC H1" "682" "PRJNA63447_GSM935380_USF2_peaks.narrowPeak" "Stem cell"
"GSM935382" "RFX5" "STEMCELL" "hESC H1" "683" "PRJNA63447_GSM935382_RFX5_peaks.narrowPeak" "Stem cell"
"GSM935391" "ATF3" "BLOOD" "K-562" "603" "PRJNA63447_GSM935391_ATF3_peaks.narrowPeak" "Myeloid"
"GSM935396" "FOS" "BREAST" "MCF 10A" "684" "PRJNA63447_GSM935396_FOS_peaks.narrowPeak" "Breast"
"GSM935397" "FOS" "BREAST" "MCF 10A" "684" "PRJNA63447_GSM935397_FOS_peaks.narrowPeak" "Breast"
"GSM935398" "FOS" "BREAST" "MCF 10A" "684" "PRJNA63447_GSM935398_FOS_peaks.narrowPeak" "Breast"
"GSM935399" "STAT3" "BREAST" "MCF 10A" "685" "PRJNA63447_GSM935399_STAT3_peaks.narrowPeak" "Breast"
"GSM935400" "E2F4" "BREAST" "MCF 10A" "686" "PRJNA63447_GSM935400_E2F4_peaks.narrowPeak" "Breast"
"GSM935403" "MAFK" "FIBROBLAST" "IMR-90" "687" "PRJNA63447_GSM935403_MAFK_peaks.narrowPeak" "Lung"
"GSM935404" "CTCF" "FIBROBLAST" "IMR-90" "688" "PRJNA63447_GSM935404_CTCF_peaks.narrowPeak" "Lung"
"GSM935405" "MAX" "UTERUS" "HeLa" "670" "PRJNA63447_GSM935405_MAX_peaks.narrowPeak" "Cervix"
"GSM935406" "MAX" "LIVER" "Hep G2" "518" "PRJNA63447_GSM935406_MAX_peaks.narrowPeak" "Liver"
"GSM935407" "CTCF" "BLOOD" "K-562" "429" "PRJNA63447_GSM935407_CTCF_peaks.narrowPeak" "Myeloid"
"GSM935408" "NFYB" "UTERUS" "HeLa" "689" "PRJNA63447_GSM935408_NFYB_peaks.narrowPeak" "Cervix"
"GSM935409" "FOS" "BLOOD" "GM12878" "586" "PRJNA63447_GSM935409_FOS_peaks.narrowPeak" "B cell"
"GSM935410" "MYC" "BLOOD" "K-562" "444" "PRJNA63447_GSM935410_MYC_peaks.narrowPeak" "Myeloid"
"GSM935411" "JUN" "BLOOD" "K-562" "447" "PRJNA63447_GSM935411_JUN_peaks.narrowPeak" "Myeloid"
"GSM935414" "MAFK" "BLOOD" "K-562" "668" "PRJNA63447_GSM935414_MAFK_peaks.narrowPeak" "Myeloid"
"GSM935428" "MYC" "BLOOD" "K-562" "444" "PRJNA63447_GSM935428_MYC_peaks.narrowPeak" "Myeloid"
"GSM935429" "NFYB" "BLOOD" "K-562" "46" "PRJNA63447_GSM935429_NFYB_peaks.narrowPeak" "Myeloid"
"GSM935431" "MXI1" "BLOOD" "GM12878" "690" "PRJNA63447_GSM935431_MXI1_peaks.narrowPeak" "B cell"
"GSM935433" "NFYA" "BLOOD" "K-562" "45" "PRJNA63447_GSM935433_NFYA_peaks.narrowPeak" "Myeloid"
"GSM935434" "JUND" "STEMCELL" "hESC H1" "646" "PRJNA63447_GSM935434_JUND_peaks.narrowPeak" "Stem cell"
"GSM935437" "MXI1" "LIVER" "Hep G2" "691" "PRJNA63447_GSM935437_MXI1_peaks.narrowPeak" "Liver"
"GSM935438" "FOS" "BREAST" "MCF 10A" "684" "PRJNA63447_GSM935438_FOS_peaks.narrowPeak" "Breast"
"GSM935441" "MYC" "BREAST" "MCF 10A" "692" "PRJNA63447_GSM935441_MYC_peaks.narrowPeak" "Breast"
"GSM935445" "GATA3" "BREAST" "MCF-7" "154" "PRJNA63447_GSM935445_GATA3_peaks.narrowPeak" "Breast"
"GSM935457" "STAT3" "BREAST" "MCF 10A" "685" "PRJNA63447_GSM935457_STAT3_peaks.narrowPeak" "Breast"
"GSM935465" "GATA1" "BLOOD" "PBDE" "693" "PRJNA63447_GSM935465_GATA1_peaks.narrowPeak" "Erythroblast"
"GSM935466" "MYC" "BLOOD" "K-562" "444" "PRJNA63447_GSM935466_MYC_peaks.narrowPeak" "Myeloid"
"GSM935467" "JUN" "BLOOD" "K-562" "447" "PRJNA63447_GSM935467_JUN_peaks.narrowPeak" "Myeloid"
"GSM935468" "JUN" "BLOOD" "K-562" "447" "PRJNA63447_GSM935468_JUN_peaks.narrowPeak" "Myeloid"
"GSM935471" "STAT1" "BLOOD" "K-562" "694" "PRJNA63447_GSM935471_STAT1_peaks.narrowPeak" "Myeloid"
"GSM935472" "STAT1" "BLOOD" "K-562" "694" "PRJNA63447_GSM935472_STAT1_peaks.narrowPeak" "Myeloid"
"GSM935476" "E2F6" "UTERUS" "HeLa" "695" "PRJNA63447_GSM935476_E2F6_peaks.narrowPeak" "Cervix"
"GSM935477" "E2F1" "BREAST" "MCF-7" "696" "PRJNA63447_GSM935477_E2F1_peaks.narrowPeak" "Breast"
"GSM935480" "NR2C2" "BLOOD" "GM12878" "557" "PRJNA63447_GSM935480_NR2C2_peaks.narrowPeak" "B cell"
"GSM935484" "E2F1" "UTERUS" "HeLa" "681" "PRJNA63447_GSM935484_E2F1_peaks.narrowPeak" "Cervix"
"GSM935487" "STAT1" "BLOOD" "K-562" "694" "PRJNA63447_GSM935487_STAT1_peaks.narrowPeak" "Myeloid"
"GSM935488" "STAT1" "BLOOD" "K-562" "694" "PRJNA63447_GSM935488_STAT1_peaks.narrowPeak" "Myeloid"
"GSM935491" "MYC" "BREAST" "MCF 10A" "692" "PRJNA63447_GSM935491_MYC_peaks.narrowPeak" "Breast"
"GSM935493" "CEBPB" "LIVER" "Hep G2" "487" "PRJNA63447_GSM935493_CEBPB_peaks.narrowPeak" "Liver"
"GSM935495" "TBP" "BLOOD" "K-562" "697" "PRJNA63447_GSM935495_TBP_peaks.narrowPeak" "Myeloid"
"GSM935497" "MXI1" "BLOOD" "K-562" "698" "PRJNA63447_GSM935497_MXI1_peaks.narrowPeak" "Myeloid"
"GSM935498" "MXI1" "UTERUS" "HeLa" "699" "PRJNA63447_GSM935498_MXI1_peaks.narrowPeak" "Cervix"
"GSM935499" "CEBPB" "BLOOD" "K-562" "523" "PRJNA63447_GSM935499_CEBPB_peaks.narrowPeak" "Myeloid"
"GSM935504" "IRF1" "BLOOD" "K-562" "700" "PRJNA63447_GSM935504_IRF1_peaks.narrowPeak" "Myeloid"
"GSM935505" "IRF1" "BLOOD" "K-562" "700" "PRJNA63447_GSM935505_IRF1_peaks.narrowPeak" "Myeloid"
"GSM935506" "NFYA" "BLOOD" "GM12878" "701" "PRJNA63447_GSM935506_NFYA_peaks.narrowPeak" "B cell"
"GSM935507" "NFYB" "BLOOD" "GM12878" "702" "PRJNA63447_GSM935507_NFYB_peaks.narrowPeak" "B cell"
"GSM935508" "NFYA" "UTERUS" "HeLa" "703" "PRJNA63447_GSM935508_NFYA_peaks.narrowPeak" "Cervix"
"GSM935509" "MYC" "STEMCELL" "hESC H1" "439" "PRJNA63447_GSM935509_MYC_peaks.narrowPeak" "Stem cell"
"GSM935516" "MYC" "BLOOD" "K-562" "444" "PRJNA63447_GSM935516_MYC_peaks.narrowPeak" "Myeloid"
"GSM935518" "MAX" "BLOOD" "GM12878" "587" "PRJNA63447_GSM935518_MAX_peaks.narrowPeak" "B cell"
"GSM935519" "CEBPB" "FIBROBLAST" "IMR-90" "704" "PRJNA63447_GSM935519_CEBPB_peaks.narrowPeak" "Lung"
"GSM935520" "MAFF" "BLOOD" "K-562" "705" "PRJNA63447_GSM935520_MAFF_peaks.narrowPeak" "Myeloid"
"GSM935521" "JUN" "BLOOD" "K-562" "447" "PRJNA63447_GSM935521_JUN_peaks.narrowPeak" "Myeloid"
"GSM935539" "MAX" "BLOOD" "K-562" "643" "PRJNA63447_GSM935539_MAX_peaks.narrowPeak" "Myeloid"
"GSM935540" "GATA1" "BLOOD" "K-562" "34" "PRJNA63447_GSM935540_GATA1_peaks.narrowPeak" "Myeloid"
"GSM935541" "JUND" "BLOOD" "GM12878" "458" "PRJNA63447_GSM935541_JUND_peaks.narrowPeak" "B cell"
"GSM935546" "IRF1" "BLOOD" "K-562" "700" "PRJNA63447_GSM935546_IRF1_peaks.narrowPeak" "Myeloid"
"GSM935548" "MYC" "BLOOD" "K-562" "444" "PRJNA63447_GSM935548_MYC_peaks.narrowPeak" "Myeloid"
"GSM935549" "IRF1" "BLOOD" "K-562" "700" "PRJNA63447_GSM935549_IRF1_peaks.narrowPeak" "Myeloid"
"GSM935551" "STAT3" "BREAST" "MCF 10A" "685" "PRJNA63447_GSM935551_STAT3_peaks.narrowPeak" "Breast"
"GSM935553" "CEBPB" "UTERUS" "HeLa" "706" "PRJNA63447_GSM935553_CEBPB_peaks.narrowPeak" "Cervix"
"GSM935555" "PRDM1" "UTERUS" "HeLa" "707" "PRJNA63447_GSM935555_PRDM1_peaks.narrowPeak" "Cervix"
"GSM935556" "RFX5" "BLOOD" "GM12878" "708" "PRJNA63447_GSM935556_RFX5_peaks.narrowPeak" "B cell"
"GSM935557" "STAT3" "BLOOD" "GM12878" "709" "PRJNA63447_GSM935557_STAT3_peaks.narrowPeak" "B cell"
"GSM935558" "USF2" "BLOOD" "GM12878" "710" "PRJNA63447_GSM935558_USF2_peaks.narrowPeak" "B cell"
"GSM935560" "RFX5" "UTERUS" "HeLa" "711" "PRJNA63447_GSM935560_RFX5_peaks.narrowPeak" "Cervix"
"GSM935561" "USF2" "UTERUS" "HeLa" "712" "PRJNA63447_GSM935561_USF2_peaks.narrowPeak" "Cervix"
"GSM935565" "RFX5" "BLOOD" "K-562" "713" "PRJNA63447_GSM935565_RFX5_peaks.narrowPeak" "Myeloid"
"GSM935567" "GATA3" "NEURAL" "SK-N-SH" "467" "PRJNA63447_GSM935567_GATA3_peaks.narrowPeak" "Brain"
"GSM935569" "JUND" "BLOOD" "K-562" "590" "PRJNA63447_GSM935569_JUND_peaks.narrowPeak" "Myeloid"
"GSM935570" "IRF3" "UTERUS" "HeLa" "714" "PRJNA63447_GSM935570_IRF3_peaks.narrowPeak" "Cervix"
"GSM935572" "MAX" "VASCULAR" "HUVEC" "715" "PRJNA63447_GSM935572_MAX_peaks.narrowPeak" "Endothelial"
"GSM935585" "FOS" "VASCULAR" "HUVEC" "561" "PRJNA63447_GSM935585_FOS_peaks.narrowPeak" "Endothelial"
"GSM935589" "GATA2" "NEURAL" "SK-N-SH" "716" "PRJNA63447_GSM935589_GATA2_peaks.narrowPeak" "Brain"
"GSM935590" "ELK4" "KIDNEY" "293" "47" "PRJNA63447_GSM935590_ELK4_peaks.narrowPeak" "Kidney"
"GSM935591" "STAT3" "BREAST" "MCF 10A" "685" "PRJNA63447_GSM935591_STAT3_peaks.narrowPeak" "Breast"
"GSM935596" "NR2C2" "LIVER" "Hep G2" "556" "PRJNA63447_GSM935596_NR2C2_peaks.narrowPeak" "Liver"
"GSM935597" "E2F6" "BLOOD" "K-562" "51" "PRJNA63447_GSM935597_E2F6_peaks.narrowPeak" "Myeloid"
"GSM935599" "MYC" "BLOOD" "K-562" "444" "PRJNA63447_GSM935599_MYC_peaks.narrowPeak" "Myeloid"
"GSM935600" "E2F4" "BLOOD" "K-562" "717" "PRJNA63447_GSM935600_E2F4_peaks.narrowPeak" "Myeloid"
"GSM935602" "JUN" "BLOOD" "K-562" "447" "PRJNA63447_GSM935602_JUN_peaks.narrowPeak" "Myeloid"
"GSM935606" "TBP" "UTERUS" "HeLa" "718" "PRJNA63447_GSM935606_TBP_peaks.narrowPeak" "Cervix"
"GSM935610" "MAFK" "LIVER" "Hep G2" "664" "PRJNA63447_GSM935610_MAFK_peaks.narrowPeak" "Liver"
"GSM935611" "CTCF" "BLOOD" "GM12878" "242" "PRJNA63447_GSM935611_CTCF_peaks.narrowPeak" "B cell"
"GSM935612" "STAT1" "BLOOD" "GM12878" "719" "PRJNA63447_GSM935612_STAT1_peaks.narrowPeak" "B cell"
"GSM935614" "JUN" "STEMCELL" "hESC H1" "720" "PRJNA63447_GSM935614_JUN_peaks.narrowPeak" "Stem cell"
"GSM935619" "HNF4A" "LIVER" "Hep G2" "628" "PRJNA63447_GSM935619_HNF4A_peaks.narrowPeak" "Liver"
"GSM935622" "CEBPB" "LIVER" "Hep G2" "487" "PRJNA63447_GSM935622_CEBPB_peaks.narrowPeak" "Liver"
"GSM935626" "HSF1" "LIVER" "Hep G2" "721" "PRJNA63447_GSM935626_HSF1_peaks.narrowPeak" "Liver"
"GSM935630" "CEBPB" "LUNG" "A549" "521" "PRJNA63447_GSM935630_CEBPB_peaks.narrowPeak" "Lung"
"GSM935636" "NRF1" "UTERUS" "HeLa" "722" "PRJNA63447_GSM935636_NRF1_peaks.narrowPeak" "Cervix"
"GSM935643" "MYC" "BLOOD" "NB-4" "723" "PRJNA63447_GSM935643_MYC_peaks.narrowPeak" "B cell"
"GSM935644" "MAX" "BLOOD" "NB-4" "724" "PRJNA63447_GSM935644_MAX_peaks.narrowPeak" "B cell"
"GSM935646" "USF2" "LIVER" "Hep G2" "725" "PRJNA63447_GSM935646_USF2_peaks.narrowPeak" "Liver"
"GSM935648" "NRF1" "LIVER" "Hep G2" "726" "PRJNA63447_GSM935648_NRF1_peaks.narrowPeak" "Liver"
"GSM935649" "JUND" "LIVER" "Hep G2" "632" "PRJNA63447_GSM935649_JUND_peaks.narrowPeak" "Liver"
"GSM935650" "IRF3" "LIVER" "Hep G2" "727" "PRJNA63447_GSM935650_IRF3_peaks.narrowPeak" "Liver"
"GSM935651" "IRF3" "BLOOD" "GM12878" "728" "PRJNA63447_GSM935651_IRF3_peaks.narrowPeak" "B cell"
"GSM935652" "MAFK" "BLOOD" "GM12878" "450" "PRJNA63447_GSM935652_MAFK_peaks.narrowPeak" "B cell"
